"","ONTOLOGY","TERM","N","DE","P.DE","FDR"
"GO:0072184","BP","renal vesicle progenitor cell differentiation",1,1,0.960080079536679,1
"GO:0072185","BP","metanephric cap development",2,2,0.922009913670337,1
"GO:0072186","BP","metanephric cap morphogenesis",2,2,0.922009913670337,1
"GO:0072189","BP","ureter development",18,18,0.474821673844874,1
"GO:0072190","BP","ureter urothelium development",2,2,0.921102530473872,1
"GO:0072191","BP","ureter smooth muscle development",3,3,0.884072262733988,1
"GO:0072193","BP","ureter smooth muscle cell differentiation",3,3,0.884072262733988,1
"GO:0072194","BP","kidney smooth muscle tissue development",3,3,0.882527065808678,1
"GO:0072195","BP","kidney smooth muscle cell differentiation",1,1,0.960269136645521,1
"GO:0072197","BP","ureter morphogenesis",7,7,0.749861851388624,1
"GO:0072198","BP","mesenchymal cell proliferation involved in ureter development",3,3,0.884956693803667,1
"GO:0072199","BP","regulation of mesenchymal cell proliferation involved in ureter development",3,3,0.884956693803667,1
"GO:0072200","BP","negative regulation of mesenchymal cell proliferation involved in ureter development",1,1,0.960360898467426,1
"GO:0072201","BP","negative regulation of mesenchymal cell proliferation",8,8,0.718168903483412,1
"GO:0072202","BP","cell differentiation involved in metanephros development",22,22,0.40127080251058,1
"GO:0072203","BP","cell proliferation involved in metanephros development",9,9,0.689089807551838,1
"GO:0072205","BP","metanephric collecting duct development",10,10,0.661342125135654,1
"GO:0072206","BP","metanephric juxtaglomerular apparatus development",1,1,0.959699368716303,1
"GO:0072207","BP","metanephric epithelium development",28,28,0.307908121307303,1
"GO:0072208","BP","metanephric smooth muscle tissue development",2,2,0.919022775945119,1
"GO:0072209","BP","metanephric mesangial cell differentiation",2,2,0.922347710961863,1
"GO:0072210","BP","metanephric nephron development",39,39,0.194293985116731,1
"GO:0072213","BP","metanephric capsule development",1,1,0.9560709110859,1
"GO:0072214","BP","metanephric cortex development",1,1,0.957184251784498,1
"GO:0072215","BP","regulation of metanephros development",5,5,0.812098324786025,1
"GO:0072216","BP","positive regulation of metanephros development",2,2,0.922406565139557,1
"GO:0072217","BP","negative regulation of metanephros development",1,1,0.956547552374579,1
"GO:0072218","BP","metanephric ascending thin limb development",4,4,0.842502490073808,1
"GO:0072219","BP","metanephric cortical collecting duct development",1,1,0.957184251784498,1
"GO:0072220","BP","metanephric descending thin limb development",1,1,0.959978126912839,1
"GO:0072221","BP","metanephric distal convoluted tubule development",5,5,0.809769342630653,1
"GO:0072223","BP","metanephric glomerular mesangium development",5,5,0.814751888344506,1
"GO:0072224","BP","metanephric glomerulus development",16,16,0.513759387575052,1
"GO:0072227","BP","metanephric macula densa development",1,1,0.959699368716303,1
"GO:0072229","BP","metanephric proximal convoluted tubule development",2,2,0.921762208824475,1
"GO:0072230","BP","metanephric proximal straight tubule development",1,1,0.959978126912839,1
"GO:0072232","BP","metanephric proximal convoluted tubule segment 2 development",1,1,0.959978126912839,1
"GO:0072233","BP","metanephric thick ascending limb development",2,2,0.918774942485611,1
"GO:0072234","BP","metanephric nephron tubule development",22,22,0.396676716493286,1
"GO:0072235","BP","metanephric distal tubule development",7,7,0.742546660480377,1
"GO:0072236","BP","metanephric loop of Henle development",6,6,0.776353153379511,1
"GO:0072237","BP","metanephric proximal tubule development",5,5,0.809183250196355,1
"GO:0072239","BP","metanephric glomerulus vasculature development",9,9,0.690670660711188,1
"GO:0072240","BP","metanephric DCT cell differentiation",3,3,0.885035690552725,1
"GO:0072243","BP","metanephric nephron epithelium development",25,25,0.348246344851618,1
"GO:0072244","BP","metanephric glomerular epithelium development",3,3,0.877951539854595,1
"GO:0072248","BP","metanephric podocyte differentiation",3,3,0.877951539854595,1
"GO:0072249","BP","metanephric podocyte development",3,3,0.877951539854595,1
"GO:0072254","BP","metanephric glomerular mesangial cell differentiation",2,2,0.922347710961863,1
"GO:0072255","BP","metanephric glomerular mesangial cell development",1,1,0.96043467475377,1
"GO:0072257","BP","metanephric nephron tubule epithelial cell differentiation",6,6,0.782538123384267,1
"GO:0072258","BP","metanephric interstitial fibroblast differentiation",1,1,0.960080079536679,1
"GO:0072259","BP","metanephric interstitial fibroblast development",1,1,0.960080079536679,1
"GO:0072262","BP","metanephric glomerular mesangial cell proliferation involved in metanephros development",3,3,0.883342044434095,1
"GO:0072265","BP","metanephric capsule morphogenesis",1,1,0.9560709110859,1
"GO:0072266","BP","metanephric capsule formation",1,1,0.9560709110859,1
"GO:0072267","BP","metanephric capsule specification",1,1,0.9560709110859,1
"GO:0072268","BP","pattern specification involved in metanephros development",4,4,0.833280956443882,1
"GO:0072272","BP","proximal/distal pattern formation involved in metanephric nephron development",2,2,0.907376714006723,1
"GO:0072273","BP","metanephric nephron morphogenesis",23,23,0.384315019609444,1
"GO:0072274","BP","metanephric glomerular basement membrane development",1,1,0.960388113068609,1
"GO:0072275","BP","metanephric glomerulus morphogenesis",3,3,0.881746029767528,1
"GO:0072276","BP","metanephric glomerulus vasculature morphogenesis",3,3,0.881746029767528,1
"GO:0072277","BP","metanephric glomerular capillary formation",3,3,0.881746029767528,1
"GO:0072278","BP","metanephric comma-shaped body morphogenesis",3,3,0.885246589211959,1
"GO:0072282","BP","metanephric nephron tubule morphogenesis",8,8,0.714695655998304,1
"GO:0072283","BP","metanephric renal vesicle morphogenesis",13,13,0.585323411300265,1
"GO:0072284","BP","metanephric S-shaped body morphogenesis",5,5,0.813816154787812,1
"GO:0072285","BP","mesenchymal to epithelial transition involved in metanephric renal vesicle formation",1,1,0.960440812295065,1
"GO:0072286","BP","metanephric connecting tubule development",1,1,0.955535548087586,1
"GO:0072287","BP","metanephric distal tubule morphogenesis",1,1,0.957995089748776,1
"GO:0072289","BP","metanephric nephron tubule formation",4,4,0.847542083229264,1
"GO:0072298","BP","regulation of metanephric glomerulus development",2,2,0.922406565139557,1
"GO:0072300","BP","positive regulation of metanephric glomerulus development",2,2,0.922406565139557,1
"GO:0072301","BP","regulation of metanephric glomerular mesangial cell proliferation",2,2,0.921437749919497,1
"GO:0072302","BP","negative regulation of metanephric glomerular mesangial cell proliferation",1,1,0.960348696720131,1
"GO:0072303","BP","positive regulation of glomerular metanephric mesangial cell proliferation",1,1,0.959478983013946,1
"GO:0072304","BP","regulation of mesenchymal cell apoptotic process involved in metanephric nephron morphogenesis",2,2,0.922200535139244,1
"GO:0072305","BP","negative regulation of mesenchymal cell apoptotic process involved in metanephric nephron morphogenesis",2,2,0.922200535139244,1
"GO:0072307","BP","regulation of metanephric nephron tubule epithelial cell differentiation",6,6,0.782538123384267,1
"GO:0072308","BP","negative regulation of metanephric nephron tubule epithelial cell differentiation",1,1,0.959613326051592,1
"GO:0072309","BP","mesenchymal stem cell maintenance involved in metanephric nephron morphogenesis",2,2,0.922200535139244,1
"GO:0072310","BP","glomerular epithelial cell development",13,13,0.579575145157717,1
"GO:0072311","BP","glomerular epithelial cell differentiation",25,24,0.722554933710904,1
"GO:0072312","BP","metanephric glomerular epithelial cell differentiation",3,3,0.877951539854595,1
"GO:0072313","BP","metanephric glomerular epithelial cell development",3,3,0.877951539854595,1
"GO:0072318","BP","clathrin coat disassembly",5,4,0.984808144354326,1
"GO:0072319","BP","vesicle uncoating",6,5,0.977875859128152,1
"GO:0072320","MF","volume-sensitive chloride channel activity",5,5,0.814334403688756,1
"GO:0072329","BP","monocarboxylic acid catabolic process",126,120,0.707161917085585,1
"GO:0072330","BP","monocarboxylic acid biosynthetic process",226,219,0.231303185092808,1
"GO:0072331","BP","signal transduction by p53 class mediator",188,178,0.831155812207495,1
"GO:0072332","BP","intrinsic apoptotic signaling pathway by p53 class mediator",86,80,0.930994489985615,1
"GO:0072334","BP","UDP-galactose transmembrane transport",2,2,0.921753645565394,1
"GO:0072337","BP","modified amino acid transport",39,39,0.178335918255286,1
"GO:0072338","BP","lactam metabolic process",3,3,0.883891541604925,1
"GO:0072340","BP","lactam catabolic process",1,1,0.960385518261919,1
"GO:0072341","MF","modified amino acid binding",87,85,0.26528782538005,1
"GO:0072343","BP","pancreatic stellate cell proliferation",1,1,0.957088130266198,1
"GO:0072344","BP","rescue of stalled ribosome",37,35,0.791374248364237,1
"GO:0072345","MF","NAADP-sensitive calcium-release channel activity",5,5,0.809365146533823,1
"GO:0072347","BP","response to anesthetic",6,6,0.774776337994066,1
"GO:0072348","BP","sulfur compound transport",67,66,0.219171665448657,1
"GO:0072349","MF","modified amino acid transmembrane transporter activity",30,30,0.273378136019858,1
"GO:0072350","BP","tricarboxylic acid metabolic process",17,17,0.4819761734194,1
"GO:0072354","MF","histone H3T3 kinase activity",2,2,0.918845616039713,1
"GO:0072356","BP","chromosome passenger complex localization to kinetochore",1,1,0.960264014786585,1
"GO:0072357","CC","PTW/PP1 phosphatase complex",7,7,0.746716053301824,1
"GO:0072359","BP","circulatory system development",1228,1202,1.56319745792509e-05,0.0019195016829717
"GO:0072375","BP","medium-term memory",1,1,0.957827957012446,1
"GO:0072376","BP","protein activation cascade",20,19,0.787961319299811,1
"GO:0072377","BP","blood coagulation, common pathway",2,2,0.915678234601046,1
"GO:0072378","BP","blood coagulation, fibrin clot formation",16,16,0.492733229122922,1
"GO:0072379","CC","ER membrane insertion complex",11,8,0.999019692603283,1
"GO:0072380","CC","TRC complex",2,1,0.998241599013791,1
"GO:0072383","BP","plus-end-directed vesicle transport along microtubule",6,6,0.780218829301192,1
"GO:0072384","BP","organelle transport along microtubule",89,86,0.491995569461553,1
"GO:0072385","BP","minus-end-directed organelle transport along microtubule",4,4,0.848740838896908,1
"GO:0072386","BP","plus-end-directed organelle transport along microtubule",7,7,0.74741578951607,1
"GO:0072387","BP","flavin adenine dinucleotide metabolic process",4,4,0.845115953030847,1
"GO:0072388","BP","flavin adenine dinucleotide biosynthetic process",3,3,0.880251290588355,1
"GO:0072389","BP","flavin adenine dinucleotide catabolic process",1,1,0.960061937029289,1
"GO:0072393","BP","microtubule anchoring at microtubule organizing center",13,13,0.579436060925259,1
"GO:0072396","BP","response to cell cycle checkpoint signaling",8,7,0.958100840104253,1
"GO:0072402","BP","response to DNA integrity checkpoint signaling",8,7,0.958100840104253,1
"GO:0072414","BP","response to mitotic cell cycle checkpoint signaling",1,1,0.960188989945047,1
"GO:0072423","BP","response to DNA damage checkpoint signaling",7,6,0.967312046166028,1
"GO:0072429","BP","response to intra-S DNA damage checkpoint signaling",4,4,0.846738974655065,1
"GO:0072432","BP","response to G1 DNA damage checkpoint signaling",1,1,0.960188989945047,1
"GO:0072487","CC","MSL complex",4,4,0.840773319670127,1
"GO:0072488","BP","ammonium transmembrane transport",9,9,0.678015075410945,1
"GO:0072489","BP","methylammonium transmembrane transport",2,2,0.914998952526516,1
"GO:0072497","BP","mesenchymal stem cell differentiation",14,14,0.553516236723814,1
"GO:0072498","BP","embryonic skeletal joint development",16,16,0.507989430568585,1
"GO:0072513","BP","positive regulation of secondary heart field cardioblast proliferation",3,3,0.885198190914108,1
"GO:0072518","MF","Rho-dependent protein serine/threonine kinase activity",2,2,0.921221608349862,1
"GO:0072520","BP","seminiferous tubule development",19,19,0.448803514681293,1
"GO:0072521","BP","purine-containing compound metabolic process",553,536,0.0929556392296849,1
"GO:0072522","BP","purine-containing compound biosynthetic process",247,235,0.748117624664348,1
"GO:0072523","BP","purine-containing compound catabolic process",154,151,0.106832876224184,1
"GO:0072524","BP","pyridine-containing compound metabolic process",179,175,0.12168947044629,1
"GO:0072525","BP","pyridine-containing compound biosynthetic process",32,30,0.846361377780765,1
"GO:0072526","BP","pyridine-containing compound catabolic process",105,103,0.176105453840327,1
"GO:0072527","BP","pyrimidine-containing compound metabolic process",69,63,0.974493834792954,1
"GO:0072528","BP","pyrimidine-containing compound biosynthetic process",42,40,0.743960983544733,1
"GO:0072529","BP","pyrimidine-containing compound catabolic process",23,20,0.985752707876618,1
"GO:0072530","BP","purine-containing compound transmembrane transport",36,35,0.545228446555317,1
"GO:0072531","BP","pyrimidine-containing compound transmembrane transport",16,16,0.498415188678141,1
"GO:0072534","CC","perineuronal net",10,10,0.661560089606029,1
"GO:0072535","BP","tumor necrosis factor (ligand) superfamily member 11 production",3,3,0.879708346218174,1
"GO:0072536","CC","interleukin-23 receptor complex",4,4,0.842466392465209,1
"GO:0072537","BP","fibroblast activation",16,15,0.854260309161544,1
"GO:0072538","BP","T-helper 17 type immune response",54,52,0.602352463951554,1
"GO:0072539","BP","T-helper 17 cell differentiation",40,38,0.765277642238947,1
"GO:0072540","BP","T-helper 17 cell lineage commitment",25,24,0.715966001369786,1
"GO:0072541","MF","peroxynitrite reductase activity",1,1,0.956095977042769,1
"GO:0072542","MF","protein phosphatase activator activity",23,23,0.379319103280381,1
"GO:0072545","MF","L-tyrosine binding",1,1,0.95981451219869,1
"GO:0072546","CC","EMC complex",9,7,0.994407476357234,1
"GO:0072553","BP","terminal button organization",6,6,0.78193582022861,1
"GO:0072554","BP","blood vessel lumenization",2,2,0.922253504949887,1
"GO:0072557","CC","IPAF inflammasome complex",2,2,0.906808734582992,1
"GO:0072558","CC","NLRP1 inflammasome complex",6,6,0.736604371809964,1
"GO:0072559","CC","NLRP3 inflammasome complex",7,7,0.734654874918593,1
"GO:0072560","BP","type B pancreatic cell maturation",4,4,0.842869917613504,1
"GO:0072562","CC","blood microparticle",107,103,0.479681764219284,1
